Name,Location,Latitude,Longitude,Elevation,Morphology,Status,Time of Last Eruption,OBJECTID,ID,Country,OID,x,y
Sarychev Peak,Kuril Is,48.092,153.2,1496,Stratovolcano,Historical,D1,2887,90024,Russia,1448,17054145.9895295,6122174.0269023
Savaii,Samoa-SW Pacific,-13.612,-172.525,1858,Shield volcano,Historical,D2,2888,40404,Samoa,1450,-19205395.1491095,-1529739.52057184
Savo,Solomon Is-SW Pacifi,-9.13,159.82,485,Stratovolcano,Historical,D3,2889,50507,Solomon Is.,1451,17791081.018581,-1020675.63193425
"Sawad, Harra Es-",Arabia-S,13.58,46.12,1737,Volcanic field,Historical,D6,2890,30116,Yemen,1452,5134054.91538578,1526074.59615594
Sedanka Lava Field,Kamchatka,57.317,160.067,1399,Shield volcano,Holocene,U,2891,100052,Russia,1454,17818576.9328069,7825188.63407024
Segererua Plateau,Africa-E,1.57,37.9,699,Pyroclastic cone,Holocene,U,2892,20205,Kenya,1455,4219008.70106507,174793.475904282
Seguam,Aleutian Is,52.315,-172.51,1054,Stratovolcano,Historical,D1,2893,110118,United States,1456,-19203725.3567476,6857283.12439153
Segula,Aleutian Is,52.015,178.136,1160,Stratovolcano,Holocene,U,2894,110103,United States,1457,19830008.8119506,6802838.10132109
Sekincau Belirang,Sumatra,-5.107,104.317,1717,Caldera,Fumarolic,U,2895,60126,Indonesia,1458,11612515.3210819,-569262.925413965
Semeru,Java,-8.108,112.922,3657,Stratovolcano,Historical,D1,2896,60330,Indonesia,1459,12570419.539358,-905606.023644327
Semisopochnoi,Aleutian Is,51.93,179.58,1221,Stratovolcano,Historical,D1,2897,110106,United States,1460,19990754.1566561,6787478.43925005
Serdan-Oriental,Mexico,19.27,-97.47,3485,Tuff cone,Holocene,U,2898,1401092,Mexico,1462,-10850310.7676204,2186749.97553813
Serua,Banda Sea,-6.312,130.017,608,Stratovolcano,Historical,D2,2899,60507,Pacific Ocean,1464,14473426.234469,-704074.22038289
Sessagara,New Guinea,-9.549,149.151,493,Unknown,Holocene,U,2900,503031,Papua New Guinea,1465,16601075.6620009,-1060157.02916342
Sete Cidades,Azores,37.865,-25.785,842,Stratovolcano,Historical,D3,2901,180208,Portugal,1466,-2869816.47265059,4561077.41526383
Seulawah Agam,Sumatra,5.448,95.658,1810,Stratovolcano,Historical,D3,2902,60102,Indonesia,1467,10648599.850303,607384.530231118
Severny,Kamchatka,58.28,160.87,1936,Shield volcano,Holocene,U,2903,100070,Russia,1468,17907966.4839139,8026368.23895055
Shala,Africa-NE,7.457,38.557,2075,Stratovolcano,Holocene,U,2904,20128,Ethiopia,1469,4294705.95480449,833922.44641149
Shasta,US-California,41.409,-122.193,4317,Stratovolcano,Historical,D4,2905,120301,United States,1471,-13602462.5385025,5072857.54001335
Shiga,Honshu-Japan,36.688,138.519,2041,Shield volcano,Holocene,U,2906,803121,Japan,1472,15419864.5451935,4395706.7801114
Shikotsu,Hokkaido-Japan,42.688,141.38,1320,Caldera,Historical,D1,2907,80504,Japan,1474,15738349.608353,5264602.20041319
Shiretoko-Iozan,Hokkaido-Japan,44.133,145.161,1562,Stratovolcano,Historical,D2,2908,80509,Japan,1475,16159248.6030424,5486047.36149745
Shirinki,Kuril Is,50.2,154.98,761,Stratovolcano,Holocene,U,2909,900331,Russia,1477,17252294.6831415,6480984.63295101
Shishaldin,Aleutian Is,54.756,-163.97,2857,Stratovolcano,Historical,D1,2910,110136,United States,1478,-18253056.9053731,7314653.9708913
Sheveluch,Kamchatka,56.653,161.36,3283,Stratovolcano,Historical,D1,2911,100027,Russia,1480,17962513.0344026,7689523.12786703
Black Butte Crater Lava Field,US-Idaho,43.183,-114.352,1478,Cinder cone,Holocene,Unknown,2912,120401,United States,1481,-12729606.4111924,5339867.92402485
Singkut,Sumatra,3.238,98.513,2181,Stratovolcano,Historical,D3,2913,60107,Indonesia,1482,10965081.1626282,361759.514164172
Sibualbuali,Sumatra,1.556,99.255,1819,Stratovolcano,Holocene,Unknown,2914,60111,Indonesia,1483,11049016.0586864,173234.422964342
Silali,Africa-E,1.15,36.23,1528,Shield volcano,Ar/Ar,D7,2915,202052,Kenya,1484,4033105.1514403,128026.010720104
Silay,Philippines-C,10.77,123.23,1510,Stratovolcano,Holocene,U,2916,70204,Philippines,1485,13717900.8504551,1206034.20722913
Silverthrone,Canada,51.518,-126.113,2860,Caldera,Holocene,U,2917,120016,Canada,1486,-14059651.6871905,6697711.12323682
Simbo,Solomon Is-SW Pacifi,-8.292,156.52,335,Stratovolcano,Uncertain,Unknown,2918,50505,Solomon Is.,1487,17423726.6989632,-926300.393577276
Sinabung,Sumatra,3.17,98.392,2460,Stratovolcano,Holocene,U,2919,60108,Indonesia,1488,10952947.3381318,353062.956861742
Sinarka,Kuril Is,48.873,154.182,911,Stratovolcano,Historical,D3,2920,90029,Russia,1489,17163461.7294885,6253339.56084988
"Singuil, Cerro",El Salvador,14.054,-89.631,926,Cinder cone,Holocene,U,2921,1403002,El Salvador,1491,-9977677.2792919,1580412.55585407
Sirung,Lesser Sunda Is,-8.497,124.131,1347,Complex volcano,Historical,D1,2922,60427,Indonesia,1493,13818088.392169,-950606.162646146
Slamet,Java,-7.242,109.208,3428,Stratovolcano,Historical,D1,2923,60318,Indonesia,1494,12156978.9505518,-808330.961601674
Ruruidake [Smirnov],Kuril Is,44.454,146.139,1486,Stratovolcano,Holocene,U,2924,900021,Russia,1495,16268119.0650382,5535970.6529297
Sumisujima,Izu Is-Japan,31.44,140.051,136,Submarine volcano,Historical,D2,2925,80408,Japan,1496,15590406.0050888,3690024.32638906
Snaefellsjokull,Iceland-W,64.8,-23.783,1446,Stratovolcano,Radiocarbon,D6,2926,170001,Iceland,1497,-2647511.44953643,9555886.73203673
Snowy Mountain,Alaska Peninsula,58.336,-154.682,2162,Stratovolcano,Fumarolic,U,2927,110220,United States,1500,-17219121.4748851,8038234.3457599
Soche,Ecuador,0.552,-77.58,3955,Stratovolcano,Radiocarbon,D7,2928,1502001,Ecuador,1501,-8636166.09574216,61449.3095270736
Socompa,Chile-N,-24.396,-68.246,6031,Stratovolcano,Radiocarbon,D7,2929,1505108,Argentina,1502,-7597109.96867775,-2801737.21562536
Socorro,Mexico-Is,18.78,-110.95,1050,Shield volcano,Historical,D1,2930,1401021,Mexico,1503,-12350897.5035137,2129051.52386045
Melkassa,Africa-NE,8.43,39.35,1765,Pyroclastic cone,Holocene,U,2931,201222,Ethiopia,1504,4380421.96271531,941827.516596535
Sollipulli,Chile-C,-38.97,-71.52,2282,Caldera,Radiocarbon,D6,2932,1507111,Chile,1505,-7961569.98153492,-4717375.24055654
Soputan,Sulawesi-Indonesia,1.112,124.737,1785,Stratovolcano,Historical,D1,2933,60603,Indonesia,1506,13885659.3230806,123795.045711386
Sorikmarapi,Sumatra,0.686,99.539,2145,Stratovolcano,Historical,D1,2934,60112,Indonesia,1507,11080630.7940717,76366.9952629147
Sork Ale,Africa-NE,13.18,41.725,1611,Stratovolcano,Holocene,Unknown,2935,201103,Ethiopia,1508,4644805.75334934,1480304.34414904
Sotara,Colombia,2.108,-76.592,4400,Stratovolcano,Holocene,U,2936,1501061,Colombia,1509,-8526182.43883841,234714.444828824
Soufriere Guadeloupe,W Indies,16.044,-61.664,1467,Stratovolcano,Historical,D1,2937,160006,Guadeloupe,1510,-6864405.08027642,1809818.77441394
Soufriere Hills,W Indies,16.72,-62.18,915,Stratovolcano,Historical,D1,2938,160005,Montserrat,1511,-6921845.93752575,1888255.59076725
Soufriere St. Vincent,W Indies,13.33,-61.18,1220,Stratovolcano,Historical,D1,2939,160015,St. Vincent & the Grenadines,1512,-6810526.44673248,1497459.29373325
Lake Turkana South Island,Africa-E,2.636,36.596,800,Stratovolcano,Historical,D3,2940,20202,Kenya,1513,4074293.36303381,292873.126533884
Spectrum Range,Canada,57.43,-130.68,2430,Shield volcano,Holocene,U,2941,120007,Canada,1516,-14547231.056865,7848519.56694735
Spurr,Alaska-SW,61.299,-152.251,3374,Stratovolcano,Historical,D1,2942,110304,United States,1517,-16948503.7927667,8694803.57503951
Srednii,Kuril Is,47.586,152.893,36,Submarine volcano,Holocene,U,2943,900211,Russia,1519,17022976.5321074,6040565.20878006
St. Andrew Strait,Admiralty Is-SW Paci,-2.38,147.35,270,Complex volcano,Historical,D2,2944,50001,Papua New Guinea,1520,16402926.9683889,-265016.612303197
St. Catherine,W Indies,12.15,-61.67,840,Stratovolcano,Holocene,U,2945,160017,Grenada,1521,-6865072.99722118,1362784.14460676
Krakagiger,Iceland-S,63.98,-19.7,1491,Stratovolcano,Historical,D1,2946,170209,Iceland,1532,-2192993.96862749,9344687.2124134
Kristnitokugigar,Iceland-SW,63.98,-21.42,301,Crater rows,Historical,Unknown,2947,170117,Iceland,1533,-2384463.49279192,9344687.2124134
Lakagigar,Iceland-NE,64.42,-17.33,1725,Caldera,Historical,D1,2948,170215,Iceland,1534,-1929166.77544743,9457229.09296944
Lambafit,Iceland-S,64.08,-19.4,550,Crater rows,Historical,D1,2949,170210,Iceland,1535,-2159598.12138951,9370108.42780418
Lewotobi Perempuan,Lesser Sunda Is,-8.575,122.78,1703,Stratovolcano,Historical,D1,2950,60419,Indonesia,1536,13667807.0795981,-958148.221387134
Lindenberg Island,Antarctica,-65.03,-60.05,368,Pyroclastic cone,Uncertain,Unknown,2951,190006,Antarctica,1537,-6684735.42213608,-9616278.08077755
Manareyjar,Iceland-N,66.3,-17.1,0,Submarine volcano,Historical,D3,2952,170315,Iceland,1538,-1903563.29256498,9959439.70001501
Mundafell,Iceland-S,63.98,-19.7,1491,Stratovolcano,Historical,D1,2953,170208,Iceland,1539,-2192993.96862749,9344687.2124134
Ngauruhoe,New Zealand,-39.158,175.63,2291,Stratovolcano,Historical,D1,2954,40109,New Zealand,1541,19551042.1680226,-4744329.0529901
Ormus Islands,Arabia-S,26,57,0,Submarine volcano,Holocene,D2,2955,30214,Indian Ocean,1544,6345210.97521659,2999080.94347064
Paricutin Volcanic Field,Mexico,19.48,-102.25,3860,Cinder cone,Historical,D2,2956,140105,Mexico,1545,-11382417.9336122,2211530.46603456
Piparo,Trinidad,10,-61,140,Mud volcano,Historical,D1,2957,160021,Trinidad,1546,-6790488.93838969,1118889.97485796
San Marcelino,El Salvador,13.853,-89.63,2381,Stratovolcano,Historical,D2,2958,140304,El Salvador,1548,-9977565.95980111,1557356.99597939
Smith Volcano,Luzon-N of,19.523,121.94,2090,Stratovolcano,Historical,D2,2959,70404,Philippines,1549,13574298.7073318,2216608.51815599
Thordarhyrna,Iceland-S,62.27,-17.6,1659,Stratovolcano,Historical,D2,2960,170219,Iceland,1558,-1959223.03796162,8923449.90594071
Trollagigar,Iceland-NE,64.43,-18.13,1000,Crater rows,Historical,D3,2961,170218,Iceland,1559,-2018222.36808205,9459807.77031975
Unnamed,Tonga-SW Pacific,-21.07,-175.33,0,Not Volcanic,Historical,D2,2962,40302,Tonga,1560,-19517646.3207847,-2400227.2999253
Unnamed,Aleutian Is,52,-173.5,0,Submarine volcano,Hydrophonic,D1,2963,110117,United States,1561,-19313931.652633,6800125.45439731
Unnamed,Chile-Is,-33.622,-78.78,0,Submarine volcano,Historical,D3,2964,150603,Chile,1562,-8769749.48469409,-3978158.0930088
Unnamed,Atlantic-N,66,-27.75,-108,Submarine volcano,Uncertain,D4,2965,180101,Atlantic Ocean,1564,-3089115.86951334,9876845.8957948
Kita-Bayonnaise,Izu Is-Japan,32.1,139.85,-360,Submarine volcano,Holocene,Unknown,2966,804061,Japan,1565,15568030.7874393,3776444.35089625
"Telong, Bur ni",Sumatra,4.769,96.821,2617,Stratovolcano,Historical,D2,2967,60105,Indonesia,1566,10778064.4180955,531496.710065145
Healy,New Zealand,-35.004,178.973,-980,Submarine volcano,Radiocarbon,D6,2968,40114,New Zealand,1567,19923183.2257446,-4164424.74137374
Morning,Antarctica,-78.5,163.53,2723,Shield volcano,Holocene,U,2969,1900020,Antarctica,1568,18204076.329424,-14642047.1291333
Calatrava Volcanic Field,Spain,38.87,-4.02,1117,Pyroclastic cones,Radiocarbon,D7,2970,10004,Spain,1569,-447504.35298896,4703067.25808287
Palinuro,Italy,39.48,14.83,-70,Submarine volcano,Radiocarbon,D7,2971,101031,Italy,1570,1650868.04846425,4790662.54634909
Lipari,Italy,38.49,14.933,590,Stratovolcanoes,Radiocarbon,D6,2972,101042,Italy,1571,1662333.95601595,4648879.51876451
Porak,Armenia,40.028,45.74,3029,Stratovolcano,Anthropology,D7,2973,10409,Armenia,1572,5091753.50888433,4870011.99783183
Tskhouk-Karckar,Armenia,39.742,45.992,3139,Pyroclastic cones,Tephrochronology,D7,2974,10410,Armenia,1573,5119806.02056424,4828520.94865657
Manda Gargori,Ethiopia,11.75,41.48,700,Fissure vents,Anthropology,U,2975,201120,Ethiopia,1574,4617532.47810499,1317269.89523635
Tombel Graben,Africa-W,4.758,9.717,500,Cinder cones,Holocene,U,2976,204011,Cameroon,1575,1081691.49203824,530267.951487672
Tahalra Volcanic Field,Africa-N,22.67,5,1467,Pyroclastic cones,Holocene,U,2977,205004,Algeria,1578,556597.453966368,2592159.20394615
Atakor Volcanic Field,Africa-N,23.33,5.83,2918,Scoria cones,Holocene,U,2978,205005,Algeria,1579,648992.631324785,2671975.63972157
Manzaz Volcanic Field,Africa-N,23.92,5.83,1672,Scoria cones,Holocene,U,2979,205006,Algeria,1580,648992.631324785,2743662.78675671
"Toh, Tarso",Africa-N,21.33,16.33,2000,Volcanic field,Holocene,U,2980,205009,Chad,1582,1817847.28465416,2431271.34264316
"Ash Shaam, Harrat",Arabia-W,32.333,37.583,1100,Volcanic field,Holocene,U,2981,301001,Saudi Arabia,1583,4183720.4224836,3807101.86522696
"Birk, Harrat al",Arabia-W,18.37,41.63,587,Volcanic field,Holocene,U,2982,301072,Saudi Arabia,1584,4634230.40172398,2080902.1939073
Sahand,Iran,37.75,46.43,3707,Stratovolcano,Holocene,U,2983,302001,Iran,1586,5168563.95753169,4544169.14664544
Sabalan,Iran,38.268,47.835,4784,Stratovolcano,Holocene,U,2984,302002,Iran,1587,5324967.84209624,4617354.70990177
Boomerang Seamount,Indian O.-S,-37.722,77.822,-650,Submarine volcano,Historical,D2,2985,30400,Antarctica,1588,8663439.37098652,-4540087.09843704
Clark,New Zealand,-36.446,177.839,-860,Submarine volcano,Fumarolic,U,2986,401101,New Zealand,1589,19796946.923185,-4362165.10234512
Tangaroa,New Zealand,-36.321,178.028,-600,Submarine volcano,Fumarolic,U,2987,401102,New Zealand,1590,19817986.3069449,-4344880.84822293
Rumble II West,New Zealand,-35.353,178.527,-1200,Submarine volcano,Fumarolic,U,2988,401131,New Zealand,1591,19873534.7328507,-4211956.51149136
Brothers,New Zealand,-34.875,179.075,-1350,Submarine volcano,Fumarolic,U,2989,40115,New Zealand,1592,19934537.8138055,-4146907.09152272
Wright,Kermadec Is,-31.85,-179.18,-900,Submarine volcanoes,Fumarolic,U,2990,402001,New Zealand,1593,-19946226.3603388,-3743636.86158095
Giggenbach,Kermadec Is,-30.036,-178.712,-65,Submarine volcano,Fumarolic,U,2991,402022,New Zealand,1594,-19894128.8386475,-3508178.14767545
Unnamed,Tonga-SW Pacific,-24.8,-177.02,-385,Submarine volcano,Fumarolic,U,2992,403001,Tonga,1595,-19705776.2602253,-2851199.05216154
Unnamed,Tonga-SW Pacific,-21.15,-175.75,-65,Submarine volcano,Holocene,U,2993,403011,Tonga,1596,-19564400.5069178,-2409773.49896499
Kao,Tonga-SW Pacific,-19.668,-175.016,1009,Stratovolcano,Holocene,U,2994,403061,Tonga,1597,-19482692.0006756,-2233742.16553384
Unnamed,Tonga-SW Pacific,-18.325,-174.365,-40,Submarine volcano,Historical,D1,2995,403091,Tonga,1598,-19410223.0121691,-2075624.52555913
Curacoa,Tonga-SW Pacific,-15.62,-173.67,-33,Submarine volcano,Historical,D2,2996,403102,Tonga,1599,-19332855.9660678,-1760758.10681936
Tafu-Maka,Tonga-SW Pacific,-15.37,-174.23,-1400,Submarine volcano,Historical,D1,2997,40312,Tonga,1600,-19395194.8809121,-1731878.54548634
West Mata,Tonga-SW Pacific,-15.1,-173.75,-1174,Submarine volcano,Historical,D1,2998,40313,Tonga,1601,-19341761.5253313,-1700727.48283062
Nabukelevu,Fiji Is-SW Pacific,-19.118,177.982,791,Lava domes,Radiocarbon,D5,2999,40503,Fiji,1602,19812642.9713868,-2169069.07763695
Tavui,New Britain-SW Pac,-4.109,152.213,200,Caldera,Radiocarbon,D7,3000,50215,Papua New Guinea,1603,16942826.4987362,-459032.058722994
Malintang,Sumatra,0.47,99.67,1983,Stratovolcano,Holocene,U,3001,601121,Indonesia,1604,11095213.6473656,52320.7474532075
Muria,Java,-6.62,110.88,1625,Stratovolcano,Holocene,D7,3002,603251,Indonesia,1606,12343105.1391582,-738580.163130892
Hainan Volcanic Field,SE Asia,19.905,110.229,196,Pyroclastic cones,Historical,D2,3003,705001,China,1607,12270636.1506518,2261780.26216284
Akusekijima,Ryukyu Is,29.465,129.594,555,Stratovolcanoes,Holocene?,?,3004,802022,Japan,1608,14426338.0898635,3434964.29374119
Kuchinoshima,Ryukyu Is,29.968,129.926,628,Stratovolcanoes,Radiocarbon,D6,3005,802043,Japan,1609,14463296.1608069,3499437.20469133
Fukue,Kyushu-Japan,32.657,128.849,315,Shield volcanoes,Tephrochronology,D7,3006,802091,Japan,1610,14343405.0692225,3849864.44874729
Kurose Hole,Izu Is-Japan,33.4,139.68,-114,Submarine volcano,Holocene?,?,3007,804042,Japan,1611,15549106.4740045,3948518.42709939
Mokuyo Seamount,Izu Is-Japan,28.327,140.572,-933,Submarine volcano,Fumarolic,U,3008,804094,Japan,1612,15648403.4597921,3290263.91360541
Doyo Seamount,Izu Is-Japan,27.68,140.8,-590,Submarine volcano,Fumarolic,U,3009,804095,Japan,1613,15673784.3036929,3208688.68782061
Nishinoshima,Volcano Is-Japan,27.247,140.874,100,Caldera,Historical,D2,3010,804096,Japan,1614,15682021.9460116,3154365.17265018
Kaikata Seamount,Volcano Is-Japan,26.667,140.929,-165,Submarine volcano,Fumarolic,U,3011,804097,Japan,1615,15688144.5180053,3081929.04650988
Daikoku,Volcano Is-Japan,21.324,144.194,-323,Submarine volcano,Fumarolic,U,3012,804137,Japan,1617,16051602.6554453,2430554.32423899
Maug Islands,Mariana Is-C Pacific,20.02,145.22,227,Stratovolcano,Fumarolic,U,3013,804143,United States,1620,16165816.4529992,2275400.35211114
Sarigan,Mariana Is-C Pacific,16.708,145.78,538,Stratovolcano,Holocene,U,3014,804192,United States,1621,16228155.3678434,1886860.83143232
Ruby,Mariana Is-C Pacific,15.605,145.572,-174,Submarine volcano,Historical,D2,3015,804202,United States,1622,16204778.2747768,1760758.10681936
NW Rota-1,Mariana Is-C Pacific,14.601,144.775,-517,Submarine volcano,Historical,D1,3016,804211,United States,1623,16116279.2795962,1643259.29659163
Forecast Seamount,Mariana Is-C Pacific,13.4,143.92,-1456,Submarine volcano,Fumarolic,U,3017,80422,United States,1624,16021101.1149679,1505468.57179593
Seamount X,Mariana Is-C Pacific,13.25,144.02,-1230,Submarine volcano,Fumarolic,U,3018,80423,United States,1625,16032233.0640473,1488308.67092037
Zavaritsky,Kamchatka,53.905,158.385,1567,Cinder cones,Radiocarbon,D7,3019,1000124,Russia,1626,17631337.5492926,7152184.92164479
Akademia Nauk,Kamchatka,53.98,159.45,1180,Stratovolcanoes,Historical,D2,3020,1000125,Russia,1627,17749892.8069875,7166369.44294945
Cherpuk Group,Kamchatka,55.55,157.47,1868,Pyroclastic cones,Radiocarbon,D7,3021,1000273,Russia,1629,17529480.2152168,7469350.01088756
Shisheika,Kamchatka,57.153,161.09,355,Lava dome,Radiocarbon,D7,3022,1000511,Russia,1630,17932456.7718884,7791455.05359953
Terpuk,Kamchatka,57.2,159.83,765,Shield volcano,Radiocarbon,D7,3023,1000512,Russia,1631,17792194.2134889,7801107.27882859
Kinenin,Kamchatka,57.35,160.97,583,Maar,Radiocarbon,D6,3024,1000551,Russia,1632,17919098.4329932,7831994.66590417
Bliznetsy,Kamchatka,57.35,161.37,265,Lava cone,Radiocarbon,D7,3025,1000552,Russia,1633,17963626.2293106,7831994.66590417
Spokoiny,Kamchatka,58.13,160.82,2171,Stratovolcano,Radiocarbon,D7,3026,1000671,Russia,1634,17902400.5093743,7994676.19965698
Arxan-Chaihe,China-E,47.45,120.8,1677,Cinder cones,Radiocarbon,D,3027,1005011,China,1635,13447394.4878274,6015837.35442844
Tana,Aleutian Is,52.83,-169.77,1170,Stratovolcanoes,Holocene,U,3028,1101241,United States,1636,-18898709.9519741,6951614.22049808
Tuya Volcanic Field,Canada,59.37,-130.58,2123,Volcanic field,Holocene,U,3029,1200031,Canada,1639,-14536099.1077857,8260791.49406878
North Gorda Ridge Segment,Pacific-NE,42.67,-126.78,-3000,Submarine volcano,Historical,D2,3030,1301031,Pacific Ocean,1640,-14113085.0427712,5261876.61360822
Escanaba Segment,Pacific-NE,40.98,-127.5,-1700,Submarine volcano,Uranium-series,D7,3031,130104,Pacific Ocean,1641,-14193235.0761424,5009392.11583365
Northern EPR at 16°N,Pacific-E,15.83,-105.43,-2300,Submarine volcano,Magnetism,D7,3032,1304021,Pacific Ocean,1643,-11736413.9143348,1785044.15480296
Northern EPR at 10.7°N,Pacific-E,10.73,-103.58,-2900,Submarine volcano,Historical,D1,3033,130404,Pacific Ocean,1644,-11530472.8563673,1201501.88708454
Northern EPR at 9.8°N,Pacific-E,9.83,-104.3,-2500,Submarine volcano,Historical,D1,3034,130405,Pacific Ocean,1645,-11610622.8897384,1099678.72016443
Galapagos Rift,Pacific-E,0.792,-86.15,-2430,Submarine volcano,Historical,D2,3035,130407,Pacific Ocean,1646,-9590174.13184052,88167.844539418
Southern EPR at 8°S,Pacific-E,-8.27,-107.95,-2800,Submarine volcano,Historical,D2,3036,130410,Pacific Ocean,1647,-12016939.0311339,-923825.561184026
Southern EPR-Segment K,Pacific-E,-17.436,-113.206,-2566,Submarine volcano,Historical,D2,3037,130412,Pacific Ocean,1648,-12602034.2747433,-1971637.62272328
Southern EPR-Segment J,Pacific-E,-18.175,-113.35,-2650,Submarine volcano,Magnetism,D3,3038,130413,Pacific Ocean,1649,-12618064.2814176,-2058042.18925503
Southern EPR-Segment I,Pacific-E,-18.53,-113.42,-2600,Submarine volcano,Magnetism,D2,3039,130414,Pacific Ocean,1650,-12625856.6457731,-2099678.41354487
Hollister Ridge,Pacific-S,-53.998,-139.845,-1000,Submarine volcano,Uncertain,?,3040,130502,Pacific Ocean,1652,-15567474.1899853,-7169777.52703937
Udintsev Transform,Pacific-S,-56.153,-143.373,-5700,Submarine volcano,Uncertain,?,3041,130503,Pacific Ocean,1653,-15960209.353504,-7588934.11556949
Sanganguey,Mexico,21.45,-104.73,2340,Stratovolcano,Holocene,U,3042,1401024,Mexico,1654,-11658490.2707795,2445617.88173451
Jocotitlan,Mexico,19.73,-99.758,3900,Stratovolcano,Radiocarbon,D6,3043,1401062,Mexico,1655,-11105009.7625554,2241073.00106654
Cuilapa-Barbarena,Guatemala,14.33,-90.4,1454,Volcanic field,Holocene,U,3044,1402111,Guatemala,1656,-10063281.9677119,1612104.00477547
Tahual,Guatemala,14.43,-89.9,1716,Stratovolcano,Holocene,U,3045,1402141,Guatemala,1657,-10007622.2223153,1623596.00070571
"Tigre, El",El Salvador,13.47,-88.43,1640,Stratovolcano,Holocene,U,3046,1403082,El Salvador,1658,-9843982.57084918,1513480.1813573
"Valle, El",Panama,8.58,-80.17,1185,Stratovolcano,Holocene?,?,3047,140603,Panama,1659,-8924483.57689674,958711.114788672
"Bravo, Cerro",Colombia,5.091,-75.293,3985,Stratovolcano,Radiocarbon,D4,3048,1501012,Colombia,1660,-8381578.42029795,567474.737008563
Mojanda,Ecuador,0.13,-78.27,4263,Stratovolcanoes,Holocene?,?,3049,1502005,Ecuador,1661,-8712976.54438952,14471.5462198003
Cayambe,Ecuador,0.029,-77.986,5790,Compound volcano,Historical,D4,3050,1502006,Ecuador,1662,-8681361.80900423,3228.2653708431
Chimborazo,Ecuador,-1.469,-78.817,6261,Stratovolcano,Radiocarbon,D6,3051,1502071,Ecuador,1663,-8773645.66687186,-162989.471057969
Sabancaya,Peru,-15.787,-71.857,5960,Stratovolcanoes,Historical,D1,3052,1504006,Peru,1664,-7999084.64993226,-1780069.25382062
"Chachani, Nevado",Peru,-16.191,-71.53,5626,Stratovolcano,Holocene?,?,3053,1504007,Peru,1665,-7962683.17644286,-1826852.25586356
"Nicholson, Cerro",Peru,-16.261,-71.754,2525,Cinder cone,Holocene,U,3054,1504008,Peru,1666,-7987618.74238055,-1834967.89100488
"Jayu Khota, Laguna",Bolivia,-19.463,-67.432,3650,Maars,Holocene,U,3055,1505035,Bolivia,1667,-7506495.90317202,-2209523.23601126
Jatun Mundo Quri Warani,Bolivia,-19.78,-66.48,5438,Lava domes,Holocene?,?,3056,1505036,Bolivia,1668,-7400519.74793683,-2246987.03743234
Chiliques,Chile-N,-23.58,-67.7,5778,Stratovolcano,Holocene?,?,3057,1505098,Chile,1669,-7536329.52670462,-2702312.15938027
Tuzgle,Argentina,-24.05,-66.48,5486,Stratovolcano,Holocene?,?,3058,150515,Argentina,1670,-7400519.74793683,-2759502.01171971
Aracar,Argentina,-24.29,-67.783,6095,Stratovolcano,Uncertain,?,3059,150516,Argentina,1671,-7545569.04444046,-2788785.89991099
Unnamed,Argentina,-25.078,-68.266,4652,Pyroclastic cone,Holocene?,?,3060,1505161,Argentina,1672,-7599336.35849361,-2885328.21202994
Antofagasta Volcanic Field,Argentina,-26.12,-67.4,3495,Scoria cones,Holocene,U,3061,150518,Argentina,1673,-7502933.67946664,-3013951.06436425
"Condor, El",Argentina,-26.632,-68.361,6373,Stratovolcano,Holocene,U,3062,150519,Argentina,1674,-7609911.71011898,-3077569.76497868
Peinado,Argentina,-26.623,-68.116,5741,Stratovolcano,Holocene,U,3063,150520,Argentina,1675,-7582638.43487462,-3076449.02277299
"Blanco, Cerro",Argentina,-26.766,-67.746,4670,Caldera,Holocene,U,3064,150521,Argentina,1676,-7543565.29360618,-3097134.72959636
Tipas,Argentina,-27.196,-68.561,6658,Complex volcano,Holocene,U,3065,150522,Argentina,1677,-7632175.60827763,-3147980.77276097
Rapa Nui,Chile-Is,-27.114,-109.356,501,Shield volcanoes,Holocene,U,3066,1506011,Chile,1678,-12176125.9029683,-3142224.79877788
"Atuel, Caldera del",Argentina,-34.592,-69.921,5189,Caldera,Holocene,U,3067,1507023,Argentina,1679,-7797930.33006881,-4116418.68120598
Risco Plateado,Argentina,-34.917,-69.981,4999,Stratovolcano,Holocene?,?,3068,1507024,Argentina,1680,-7790249.28520408,-4152607.4883346
Trolon,Argentina,-37.738,-70.906,2360,Lava domes,Holocene?,?,3069,1507081,Argentina,1682,-7893219.81418786,-4542479.82931746
Tolhuaca,Chile-C,-38.31,-71.645,2739,Stratovolcano,Holocene,U,3070,1507093,Chile,1683,-7975484.91788408,-4623311.45162237
Tronador,Chile-S,-41.157,-71.885,3478,Stratovolcano,Holocene?,?,3071,1508011,Chile,1684,-8002201.59567447,-5035526.78138176
Cayutue-La Vigueria,Chile-S,-41.3,-72.27,506,Pyroclastic cones,Tephrochronology,D7,3072,1508012,Chile,1685,-8045059.59962988,-5049286.83462301
Crater Basalt Volcanic Field,Chile-S/Argentina,-42.018,-70.194,1344,Cinder cones,Holocene,U,3073,1508025,Argentina,1686,-7813960.33674304,-5163676.13822402
Corcovado,Chile-S,-43.189,-72.794,1826,Stratovolcanoes,Radiocarbon,D7,3074,1508050,Chile,1687,-8103391.01280556,-5340783.96309409
